BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2020;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);690000377;GEN;252;483;1;IAO;31234;1905;5022;134;;;;;;0;0;0;;;;;6;218;465;261;209;1;1
URGENCES2;2020;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;GEN;1069;1728;1;IAO;59312;7392;1997;13249;4227;233;784;30;66;;;;2797;350;71;;20;7475;7191;1458;6609;1;1
URGENCES2;2020;690784137;HOPITAL LYON SUD - HCL;690781810;GEN;541;419;1;IAO;30938;5178;509;8266;;;;;;;;;1030;;;;18;;3836;612;5407;;
URGENCES2;2020;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;GEN;625;1176;1;IAO;33070;4983;1144;6378;1230;10;;;0;;;;1270;;0;;12;2786;4310;1007;3309;1;1
URGENCES2;2020;690805361;CH ST JOSEPH ST LUC;690805353;GEN;504;1104;1;IAOMAO;30983;4556;430;5646;1939;15;;;;;;;1309;743;16;;13;4745;2760;183;4084;1;1
URGENCES2;2020;690807367;POLYCLINIQUE DU BEAUJOLAIS;690003447;GEN;168;273;1;IAO;16139;752;2052;740;78;22;;;;;;;48;5;3;;2;732;285;244;41;1;1
URGENCES2;2020;700000011;CH VAL DE SAONE PIERRE VITTER GRAY;700004591;GEN;168;168;1;IAO;8872;1756;1318;1944;888;9;7;7;0;0;0;0;11;176;77;;2;732;932;330;650;1;0
URGENCES2;2020;700000029;GH HAUTE SAONE SITE VESOUL;700004591;GEN;396;567;1;IAO;30955;4917;4994;12360;3660;1278;;;;;;;;;;;10;3660;5945;2671;3593;1;1
URGENCES2;2020;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;GEN;218;300;;;21187;3419;4292;6977;2357;724;8;5;;;;;;;;;5;1830;1810;823;1022;0;0
URGENCES2;2020;710010786;CH AUTUN SITE PARPAS;710781451;GEN;168;336;1;IAO;12394;2823;429;3054;1241;227;0;;;;;;;;;;2;730;630;503;132;0;0
URGENCES2;2020;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;GEN;396;496;1;IAO;50369;5405;12655;12494;3127;1847;;;;;;;;;;;8;2928;3647;1115;3363;1;0
URGENCES2;2020;710978289;CH LES CHANAUX MACON;710780263;GEN;720;994;1;IAO;41328;4786;12890;12543;3923;1587;418;15;403;;;;220;24;4;;3;730;1346;1036;313;1;1
URGENCES2;2020;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;GEN;238;406;1;IAO;17884;2810;3139;4801;1772;54;2;8;0;0;0;0;361;90;64;;6;2196;2976;1446;1661;1;0
URGENCES2;2020;710978347;HOTEL DIEU DU CREUSOT;570010181;GEN;420;588;1;IAO;23896;2803;4663;688;1919;184;;;;;;;1026;296;66;;2;732;2714;2713;1;1;0
URGENCES2;2020;720000033;CENTRE HOSPITALIER DU MANS;720000025;GEN;686;1915;1;IAOMAO;52815;10002;122;14500;5704;28;19;15;;;;;1604;127;1;;22;8052;21978;12867;9560;1;1
URGENCES2;2020;720000033;CENTRE HOSPITALIER DU MANS;720000025;PED;324;903;1;IAOMAO;24396;;;;;;;;;;;;;;;4540;9;3294;2708;1273;1525;;
URGENCES2;2020;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;GEN;168;168;0;;5677;1020;820;998;444;4;5;3;;;;;285;59;36;;3;1095;532;261;310;0;0
URGENCES2;2020;720000470;CENTRE HOSPITALIER MAMERS;610780082;GEN;112;220;0;;5966;1264;761;1269;646;30;;;;;;;28;2;1;;3;1098;612;266;417;0;1
URGENCES2;2020;720000520;CENTRE HOSPITALIER ST CALAIS;720000140;GEN;168;168;;;6925;1131;1109;295;170;4;11;7;;;;;248;;;;4;1464;802;363;576;;
URGENCES2;2020;720001437;CENTRE HOSPITALIER LA FERTE BERNARD;720006022;GEN;255;215;0;;11782;2149;1648;1076;659;0;0;0;0;;;;552;125;47;;4;1464;1127;119;1070;1;
URGENCES2;2020;720016179;POLE SANTE SARTHE ET LOIR;720016724;GEN;72;507;1;IAO;18952;3073;3401;3324;1400;349;1;0;0;0;0;0;560;71;44;;4;1464;2735;438;2832;1;0
URGENCES2;2020;720017748;CENTRE MEDICO-CHIRURGICAL DU MANS;720000561;GEN;343;771;1;IAO;33231;4186;2010;4725;1532;41;;;;;;;;;;;7;2555;2038;457;1709;1;1
URGENCES2;2020;730000031;CHMS CHAMBERY NH;730000015;GEN;213;1240;1;IAO;63126;6499;14339;18314;4449;2781;31;24;0;91;25;1;;;;;10;3660;4397;755;3717;1;1
URGENCES2;2020;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;GEN;202;336;1;IAO;12418;1621;2324;3092;;;6;;;0;;;373;;;;2;730;982;421;601;1;1
URGENCES2;2020;730000098;CHMS AIX GRAND PORT;730000015;GEN;168;342;;;16070;2233;2292;2844;1256;12;1;0;0;7;5;0;;;;;6;2196;942;149;793;1;0
URGENCES2;2020;730000247;CH DE BOURG ST MAURICE;730780525;GEN;213;256;1;IAO;13277;807;2446;2135;327;162;;;;;;;420;36;74;;6;2196;1488;625;936;1;1
URGENCES2;2020;730000262;CH D'ALBERTVILLE;730002839;GEN;452;658;1;IAO;25910;2687;5029;6782;1729;805;3;1;;;;;699;70;54;;12;4150;562;65;513;0;0
URGENCES2;2020;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730010048;GEN;201;420;1;IAO;22698;1139;4210;2157;270;97;;;;;;;;;;;6;2196;1208;947;263;1;0
URGENCES2;2020;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;GEN;1148;1351;1;IAOMAO;64261;7529;14957;16825;4034;2294;177;7;5;1;1;;655;330;9;;6;3802;5550;2315;3465;1;1
URGENCES2;2020;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;GEN;348;760;1;IAO;22284;2313;3888;3868;1256;57;2;1;0;0;0;0;191;33;31;;6;2406;1809;353;1530;1;1
URGENCES2;2020;740000328;HOPITAUX DU LEMAN;740790381;GEN;429;1050;1;IAO;35566;3057;6052;6925;1915;1010;8;0;0;;;;353;50;32;;10;3660;1546;191;1769;1;1
URGENCES2;2020;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;GEN;252;504;1;IAO;41617;1200;7000;;;;;;;;;;147;;;;6;2190;274;63;228;1;1
URGENCES2;2020;740780424;CLINIQUE GENERALE D'ANNECY;740000120;GEN;168;252;1;IAO;15278;729;3071;1329;147;110;;;;;;;28;;;;4;1460;38;2;41;1;1
URGENCES2;2020;740781141;CH ALPES LEMAN;740790258;GEN;420;1470;1;IAO;48387;;;11947;;;;;;;;;;;;;9;3294;3227;1804;1451;1;1
URGENCES2;2020;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;GEN;335;716;0;;34636;3511;6773;8555;2280;1094;;;;;;;446;43;24;;12;4284;2441;424;2457;1;1
URGENCES2;2020;750000523;GH PARIS SITE SAINT JOSEPH;750150120;GEN;650;1157;1;IAO;46849;7209;692;15189;5023;68;;;;;;;260;69;11;;8;2920;6059;3001;3079;1;1
URGENCES2;2020;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;GEN;216;502;1;IAO;45995;3784;5832;828;93;86;;;;;;;;;;;2;730;649;602;48;1;1
URGENCES2;2020;750100018;HU PARIS CENTRE SITE HOTEL DIEU APHP;750712184;GEN;184;536;1;IAO;21601;505;591;147;1;19;0;0;0;0;0;0;672;8;10;;4;892;241;74;195;1;1
URGENCES2;2020;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;GEN;672;2052;1;IAO;81532;3963;2186;10206;2402;100;3;0;0;0;0;0;1269;42;74;;24;8784;7886;1246;7837;1;1
URGENCES2;2020;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;GEN;500;726;1;IAO;30797;1858;476;4899;858;28;;;;;;;313;26;6;;7;2562;4759;1851;3942;1;1
URGENCES2;2020;750100091;HU EST PARISIEN SITE ST ANTOINE APHP;750712184;GEN;805;1750;1;IAOMAO;62209;6394;1163;1766;561;9;2;;;;;;1065;94;24;;11;4026;11375;4693;7268;1;1
URGENCES2;2020;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;PED;574;944;1;IAO;35735;;;;;;;;;;;;;;;4874;6;2196;5198;2911;2358;;
URGENCES2;2020;750100125;HU PITIE SALPETRIERE APHP;750712184;GEN;640;1500;1;IAO;68693;5067;1165;3123;423;39;35;1;;;;;739;86;9;;24;8784;7253;950;8188;0;1
URGENCES2;2020;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;GEN;1100;1940;1;IAO;42697;4253;1047;326;81;4;0;0;0;0;0;0;594;54;9;;21;7686;8535;2869;6790;1;1
URGENCES2;2020;750100208;HU NECKER ENFANTS MALADES APHP;750712184;PED;757;1411;1;IAO;50351;;;;;;;;;;;;;;;6262;12;4392;3565;2015;1561;;
URGENCES2;2020;750100232;HU PARIS NORD SITE BICHAT APHP;750712184;GEN;3360;12775;1;IAO;70638;5431;2020;13172;3194;100;4;0;0;0;0;0;778;46;17;;24;8784;11841;4347;9666;1;1
URGENCES2;2020;750100273;HU EST PARISIEN SITE TENON APHP;750712184;GEN;455;639;1;IAO;47207;4097;1371;2950;802;16;1;;1;;;;733;89;8;;12;4392;9333;3920;5718;1;1
URGENCES2;2020;750150237;HOPITAL DE LA CROIX SAINT SIMON;750006728;GEN;318;551;1;IAO;20571;1957;173;2367;718;6;0;0;0;0;0;0;288;82;3;;2;732;1013;433;590;1;1
URGENCES2;2020;750803447;HU PARIS OUEST SITE G POMPIDOU APHP;750712184;GEN;724;1192;1;IAO;43030;4947;838;4320;999;33;0;0;0;0;0;0;250;65;4;;15;5490;5723;745;5703;1;1
URGENCES2;2020;750803454;HU ROBERT DEBRE APHP;750712184;PED;1266;1428;;;80500;;;;;;;;;;;;;;;;18;5279;4940;1588;3639;;
URGENCES2;2020;760000018;CH DIEPPE;760780023;GEN;541;647;1;IAO;37453;4924;8178;9771;2792;1083;743;47;38;;;;;;;;2;732;1338;145;1356;1;1
URGENCES2;2020;760000042;CH EU;760780056;GEN;168;168;1;IAO;23790;1211;4362;1806;;;;;;;;;3492;;;;2;732;231;102;147;0;0
URGENCES2;2020;760000141;HOPITAL SAINT JULIEN CHU ROUEN;760780239;GEN;192;471;1;IAO;18293;2282;2896;3825;1415;68;;;;;;;;;;;5;1825;3864;2628;1338;0;1
URGENCES2;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;GEN;824;2380;1;MAO;73901;11250;2011;39086;8721;648;;;;;;;;;;;16;5840;39476;26089;14090;0;1
URGENCES2;2020;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;PED;303;754;1;IAO;26413;;;;;;;;;;;;;;;4664;4;1463;4689;3959;745;;
URGENCES2;2020;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;GEN;168;455;1;IAO;21300;3228;5392;4522;;;0;;;0;;;0;;;;4;1464;1283;220;1128;0;0
URGENCES2;2020;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;760780742;GEN;420;576;1;IAO;20012;2190;3917;3278;1153;19;;;;;;;;;;;4;1464;2663;1135;1700;0;1
URGENCES2;2020;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;GEN;787;1160;;IAO;49040;4358;13493;7896;1892;1186;6;5;0;0;0;0;290;123;28;;12;4380;3907;1565;3018;1;1
URGENCES2;2020;760021329;HOPITAL PRIVE DE L'ESTUAIRE;760000448;GEN;366;602;1;IAO;31176;1315;3558;3355;778;39;;;;;;;193;17;22;;6;2190;291;146;164;1;1
URGENCES2;2020;760780510;CLINIQUE DU CEDRE;760000257;GEN;246;297;;;15853;995;2938;;;;;;;;;;;;;;4;1464;454;233;245;;
URGENCES2;2020;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760000414;GEN;228;467;1;IAO;24706;1194;2792;1310;252;19;;;;;;;57;6;10;;4;1460;2019;1572;455;1;1
URGENCES2;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;GEN;524;1272;1;IAO;34993;5942;876;10900;3051;92;;;;;;;237;23;5;;8;2928;6055;3246;2924;1;1
URGENCES2;2020;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;PED;284;728;1;IAO;25313;;;;;;;;;;;;;;;4052;2;732;1186;1076;110;;
URGENCES2;2020;760921809;CLINIQUE DE L'EUROPE ROUEN;760000273;GEN;362;1395;1;IAO;34635;979;7197;2484;381;62;0;0;0;0;0;0;278;107;0;;7;2555;636;55;592;1;1
URGENCES2;2020;770000131;CH DE COULOMMIERS;770021145;GEN;386;504;1;IAO;25685;2754;6207;3828;1426;78;41;1;0;;;;;;;;2;732;755;326;474;;
URGENCES2;2020;770000131;CH DE COULOMMIERS;770021145;PED;168;168;1;IAO;4104;;;;;;;;;;;;;;;466;0;0;0;0;0;;
URGENCES2;2020;770000149;CH DE FONTAINEBLEAU;770021152;GEN;238;420;1;IAO;27636;;;4446;;;;;;;;;;;;;4;1460;694;230;475;0;1
URGENCES2;2020;770000149;CH DE FONTAINEBLEAU;770021152;PED;168;420;;;10457;;;;;;;;;;;;;;;1171;4;1460;444;197;255;;
URGENCES2;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;GEN;504;924;1;IAO;47674;4648;4678;10554;3007;179;426;5;30;;;;;;;;18;6588;7136;1463;6837;1;1
URGENCES2;2020;770000156;CH DE MELUN SITE SANTEPOLE;770110054;PED;336;504;1;IAO;12079;;;;;;;;;;;;;;;1667;4;1464;440;314;135;;
URGENCES2;2020;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;GEN;238;420;1;IAO;27979;;;2180;;;;;;;;;379;;;;4;1460;792;421;499;0;0
URGENCES2;2020;770000172;CH DE PROVINS LEON BINET;770110070;GEN;238;420;1;MAO;24432;2496;3132;5777;1521;122;155;2;7;;;;;;;;5;1825;3377;2008;1393;;
URGENCES2;2020;770000172;CH DE PROVINS LEON BINET;770110070;PED;168;84;1;IAO;5515;;;;;;;;;;;;;;;749;1;365;42;40;3;;
URGENCES2;2020;770000214;CH DE NEMOURS;770021152;GEN;168;168;1;IAO;16453;;;2644;;;;;;;;;431;;;;3;1095;745;114;751;0;0
URGENCES2;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;GEN;406;756;1;IAO;36906;4232;3636;6707;1982;87;24;0;0;;;;;;;;12;4392;3282;910;3565;1;1
URGENCES2;2020;770000446;CH DE MEAUX SITE SAINT FARON;770021145;PED;164;188;0;;12831;;;;;;;;;;;;;;;1927;2;732;587;269;330;;
URGENCES2;2020;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;GEN;574;1260;1;IAO;59227;4673;11872;10263;2359;1315;681;10;5;;;;;;;;12;4392;3965;845;3852;1;1
URGENCES2;2020;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;GEN;336;840;1;IAO;28659;1433;6306;1900;1289;66;;;;;;;;;;;4;1460;307;273;34;0;1
URGENCES2;2020;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;770000289;GEN;252;321;1;IAO;22502;1392;7884;;;;;;;;;;;;;;3;;2;0;215;1;1
URGENCES2;2020;770790707;CLINIQUE DE TOURNAN;770000719;GEN;228;411;1;IAO;16576;809;2835;1508;247;86;;;;;;;;;;;5;1825;1437;1027;418;1;0
URGENCES2;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;GEN;159;;1;IAO;38788;3357;3498;6738;1874;68;;;;;;;;;;;8;2920;3026;445;3540;;
URGENCES2;2020;780000287;CH FRANCOIS QUESNAY MANTES;780110011;PED;168;;1;IAO;12585;;;;;;;;;;;;;;;2430;4;1460;1234;679;606;;
URGENCES2;2020;780000295;CHI DE MEULAN LES MUREAUX;780002697;GEN;420;553;1;IAO;26563;1890;2313;2897;526;27;227;12;0;;;;;;;;9;3294;1639;267;1619;1;1
URGENCES2;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;GEN;644;1008;1;IAO;62788;5499;3265;12975;3224;;18;16;0;0;0;0;551;160;11;;12;4380;3762;825;3278;0;0
URGENCES2;2020;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;PED;258;504;1;IAO;16830;;;;;;;;;;;;;;;2585;4;1460;915;368;580;;
URGENCES2;2020;780000329;CH DE RAMBOUILLET;780110052;GEN;425;840;1;IAO;22776;2771;3124;3426;1253;39;0;0;0;0;0;0;97;6;8;;11;4006;3500;1151;3753;1;1
URGENCES2;2020;780000329;CH DE RAMBOUILLET;780110052;PED;168;504;1;IAO;6538;;;;;;;;;;;;;;;699;2;730;48;44;4;;
URGENCES2;2020;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;780000675;GEN;168;245;1;IAO;14325;1373;2536;240;192;0;0;0;0;0;0;0;222;52;8;;2;730;160;55;120;0;0
URGENCES2;2020;780300323;HOPITAL PRIVE FRANCISCAINES;780003679;GEN;168;672;1;IAO;18932;;;1636;312;90;;;;;;;;;;;4;1460;454;166;304;0;1
URGENCES2;2020;780300406;HOPITAL PRIVE DE PARLY II;780018032;GEN;168;231;1;IAO;13511;2452;1303;716;;;;;;;;;125;;;;4;;386;74;349;1;1
URGENCES2;2020;780300414;CH PRIVE DE L EUROPE;780000675;GEN;168;336;1;IAO;17592;2173;2990;2675;995;26;0;0;0;0;0;0;0;0;0;;4;1460;425;185;257;1;1
URGENCES2;2020;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;GEN;378;756;1;IAOMAO;44902;3205;5195;2476;418;137;;;;;;;401;121;84;;8;2928;1174;409;860;1;0
URGENCES2;2020;780300455;CH PRIVE DU MONTGARDE;780000717;GEN;168;470;1;IAO;19365;639;4337;3983;;;;;;;;;;;;;4;1460;409;195;226;1;1
URGENCES2;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;GEN;1056;2162;1;IAO;51744;7477;4102;7681;2272;98;686;25;51;;;;4887;2420;30;;13;4758;11894;4025;9581;1;1
URGENCES2;2020;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;PED;308;520;1;IAO;17741;;;;;;;;;;;;;;;1799;4;1464;1461;746;816;;
URGENCES2;2020;790000087;CENTRE HOSPITALIER DE NIORT;790000012;GEN;571;1081;1;IAO;58652;6757;11573;11952;3286;1275;657;135;50;;;;726;425;44;;12;4392;6414;2636;4161;1;1
URGENCES2;2020;790009948;POLYCLINIQUE D'INKERMANN;790001242;GEN;168;302;1;IAO;12387;1568;1935;;;;;;;;;;;;;;4;;769;524;246;1;1
URGENCES2;2020;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;GEN;238;504;1;IAOMAO;25946;4508;4541;6713;2870;231;86;6;2;0;0;0;6;2;0;;12;4392;3911;951;3759;1;1
URGENCES2;2020;800000143;CH ABBEVILLE;800000028;GEN;168;672;1;IAO;33385;5158;7361;10270;3378;869;490;;;;;;381;;;;6;2190;1218;429;827;1;1
URGENCES2;2020;800000226;CH DOULLENS;800000069;GEN;;;0;;12033;1559;2471;1725;727;6;3;1;;;;;649;;;;4;1464;592;162;452;1;1
URGENCES2;2020;800000390;CH CHIMR MONTDIDIER;800000085;GEN;168;336;0;;12618;1562;2280;1248;706;0;5;3;0;0;0;0;28;20;0;;3;1095;1246;482;857;0;0
URGENCES2;2020;800000432;CH PÉRONNE;800000093;GEN;336;605;1;IAO;13839;1987;1961;2698;1039;23;222;143;0;30;17;0;584;224;2;;2;730;1427;535;925;0;1
URGENCES2;2020;800006124;CHU AMIENS SUD;800000044;GEN;851;1530;1;IAO;65268;7795;2055;19149;4707;185;;;;;;;;;;;18;5652;7342;3659;3784;;
URGENCES2;2020;800006124;CHU AMIENS SUD;800000044;PED;195;730;1;IAO;18951;;;;;;;;;;;;;;;4123;8;2928;1615;490;1144;;
URGENCES2;2020;800015729;SAS DE CARDIOLOGIES ET URGENCES;800015679;GEN;228;574;1;IAO;21573;2758;2068;1217;469;0;;;;;;;3935;1050;84;;6;2190;2512;1926;644;1;1
URGENCES2;2020;810000224;CL CLAUDE BERNARD;810000471;GEN;35;35;1;IAO;17791;2340;3950;3288;541;1106;;;;;;;;;;;5;1825;966;625;341;1;1
URGENCES2;2020;810000505;CH ALBI;810000331;GEN;316;554;1;IAO;27507;4386;6643;5608;2278;732;0;;;;;;534;161;50;;8;2928;1344;927;417;1;0
URGENCES2;2020;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;GEN;456;978;1;IAOMAO;33460;5111;6686;7868;2962;799;8;5;0;0;;0;731;93;57;;6;2196;2994;1411;1634;0;1
URGENCES2;2020;810000562;CH LAVAUR;810000455;GEN;168;168;1;IAO;15722;1712;3440;2023;809;41;76;7;1;0;0;0;489;87;54;;4;1464;1315;521;846;0;1
URGENCES2;2020;810101444;POLYCL DU SIDOBRE;810000992;GEN;182;276;1;IAO;13068;2222;1437;;;;;;;;;;;;;;5;1830;1504;1211;296;1;1
URGENCES2;2020;820000032;CH DE MONTAUBAN;820000016;GEN;406;840;1;IAO;33852;4637;7143;9590;2824;1058;99;6;13;;;;;;;;13;4758;4754;1520;4096;1;1
URGENCES2;2020;820000057;CL DU PONT DE CHAUME;820000131;GEN;238;596;1;IAO;17211;2260;2042;4151;1191;80;;;;;;;121;33;22;;6;2196;1626;407;1392;1;1
URGENCES2;2020;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;GEN;168;403;1;IAO;13357;2159;2569;1099;661;30;94;73;0;11;7;0;765;162;90;;4;1464;1271;477;857;1;1
URGENCES2;2020;830000279;CH JEAN MARCEL DE BRIGNOLES;830100517;GEN;444;504;1;IAO;29940;;;;;;;;;;;;;;;;10;3660;3417;1544;1956;1;1
URGENCES2;2020;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;GEN;376;700;1;IAO;33774;3452;6624;8482;2159;871;347;1;1;;;;499;96;49;;2;730;2708;830;2713;1;1
URGENCES2;2020;830000295;CH DE HYERES MARIE JOSEE TREFFOT;830100533;GEN;523;504;1;IAO;31750;;;9005;;;;;;;;;;;;;10;2140;5291;3216;2104;1;1
URGENCES2;2020;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;GEN;564;756;1;IAO;39701;5962;8281;9443;3300;614;367;8;2;0;0;0;846;67;88;;12;;966;508;460;1;1
URGENCES2;2020;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;GEN;235;336;;;21063;2184;3111;2104;692;11;;;;;;;1433;282;87;;4;1460;270;261;9;1;1
URGENCES2;2020;830000345;CHITS CH SAINTE MUSSE;830100616;GEN;891;1848;1;IAOMAO;67591;7383;19647;11000;3232;1774;362;6;94;;;;643;225;10;;15;5489;9291;4853;4613;0;1
URGENCES2;2020;830100574;HIA SAINTE ANNE;750821092;GEN;688;870;1;IAO;30204;6416;862;3255;1612;37;262;1;0;5;4;0;1483;716;14;;11;4015;5530;2136;3516;1;1
URGENCES2;2020;830100608;CHITS CH GEORGE SAND;830100616;GEN;238;680;1;IAO;20230;3508;2125;2025;1090;2;251;8;0;;;;716;236;24;;3;;2927;1684;1273;1;1
URGENCES2;2020;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;830210084;GEN;168;224;1;IAO;12842;902;2336;967;170;19;0;0;0;0;0;0;177;21;24;;3;1095;765;524;257;1;1
URGENCES2;2020;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;GEN;;;1;IAO;14361;1381;2657;2480;382;6;1;1;;;;;155;10;5;;3;1098;1815;1177;664;1;1
URGENCES2;2020;840000392;CENTRE HOSPITALIER DE CARPENTRAS;840000046;GEN;429;548;1;IAOMAO;25130;3194;3775;4520;1611;92;0;;;;;;1150;209;123;;6;2196;3245;2008;1244;1;1
URGENCES2;2020;840000418;CHI DE CAVAILLON LAURIS;840004659;GEN;168;336;1;IAO;23598;2732;3362;5438;1507;136;10;4;0;0;0;0;167;13;49;;5;1830;2907;1495;1438;1;0
URGENCES2;2020;840000483;CH LOUIS GIORGI D'ORANGE;840000087;GEN;396;588;1;IAO;25642;3379;3675;4281;1632;49;2;2;;;;;1158;265;116;;10;3660;2438;724;1949;1;1
URGENCES2;2020;840000491;CHI SITE DE PERTUIS;130041916;GEN;336;245;1;IAO;13146;1842;2023;2998;1080;75;7;0;0;1;1;0;57;16;10;;4;1464;2757;1361;1630;;
URGENCES2;2020;840000525;CH VAISON LA ROMAINE;840000111;GEN;70;420;0;;8666;1474;1405;1271;346;1;4;2;0;;;;458;;;;6;2196;1270;521;958;1;0
URGENCES2;2020;840000533;CH JULES NIEL DE VALREAS;840000129;GEN;168;168;;;9569;1791;1137;1225;;;2;;;0;;;0;;;;4;1464;917;424;550;;
URGENCES2;2020;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;GEN;946;1836;1;IAO;92336;6930;26902;20171;3835;4582;;;;;;;19;2;;;6;2196;268;257;12;1;0
URGENCES2;2020;850000118;CLINIQUE SAINT CHARLES;850013244;GEN;168;336;1;IAO;15515;602;2590;1744;345;63;;;;;;;;;;;6;2190;1585;1080;540;1;0
URGENCES2;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;GEN;493;1355;1;IAO;39956;4998;5152;12329;2989;270;16;6;;;;;763;54;23;;13;4758;2483;1377;1217;1;1
URGENCES2;2020;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;850000019;PED;168;270;1;IAO;9854;;;;;;;;;;;;;;;2697;;;359;290;70;;
URGENCES2;2020;850000175;CH LVO :SITE DE CHALLANS;850009010;GEN;506;816;1;IAO;27033;4993;3285;3118;2511;56;303;18;1;0;0;0;0;0;0;;3;1098;813;421;410;1;1
URGENCES2;2020;850000209;CENTRE HOSPITALIER -SITE DE LUCON;850000019;GEN;168;280;1;IAO;11333;1931;1745;3060;1154;14;39;25;0;;;;164;21;4;;;;1572;853;741;;
URGENCES2;2020;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;850000019;GEN;168;270;1;IAO;10859;1529;2155;2043;818;14;4;4;0;;;;113;13;7;;2;730;698;537;161;1;1
URGENCES2;2020;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;GEN;504;789;1;IAOMAO;27802;4888;4515;7021;2748;337;;;;;;;1363;;;;10;3660;3292;644;2972;;
URGENCES2;2020;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;GEN;160;300;1;MAO;21776;;;4917;;;;;;;;;;;;;4;1464;1338;1326;41;;
URGENCES2;2020;860000025;GH NORD-VIENNE - SITE DE CHATELLERAULT;860013382;GEN;238;683;1;IAO;20778;3530;3109;2520;889;56;288;226;0;0;0;0;1078;546;31;;6;2147;3198;1185;2055;1;0
URGENCES2;2020;860000058;CHU - SITE DE MONTMORILLON;860014208;GEN;168;372;0;;7987;1583;1214;1791;840;23;;;;;;;;;;;2;688;328;129;205;1;0
URGENCES2;2020;860000223;CHU LA MILETRIE;860014208;GEN;586;1394;1;IAOMAO;41720;8853;1714;15731;4659;304;;;;;;;;;;;2;191;9331;5194;4334;1;1
URGENCES2;2020;860000223;CHU LA MILETRIE;860014208;PED;224;477;1;IAO;13775;;;;;;;;;;;;;;;2773;4;1524;1807;1008;804;;
